epoch,step,test-acc,test-auc,test-clip_loss,test-cls_loss,test-cls_loss1D,test-cls_loss2D,test-contrast_loss,test-contrast_loss1D,test-contrast_loss2D,test-eer,test-loss,test-mse_loss,train-acc,train-auc,train-clip_loss,train-cls_loss,train-cls_loss1D,train-cls_loss2D,train-contrast_loss,train-contrast_loss1D,train-contrast_loss2D,train-eer,train-loss,train-mse_loss,val-acc,val-auc,val-clip_loss,val-cls_loss,val-cls_loss1D,val-cls_loss2D,val-contrast_loss,val-contrast_loss1D,val-contrast_loss2D,val-eer,val-loss,val-mse_loss
0,33,,,,,,,,,,,,,,,,,,,,,,,,,0.4000000059604645,0.48051950335502625,2.206467390060425,0.6932945847511292,0.6948739886283875,0.6917139291763306,0.2768692374229431,0.23999999463558197,0.31123077869415283,0.5,4.837580680847168,1.003695011138916
0,33,,,,,,,,,,,,,0.5299999713897705,0.3501400649547577,2.2617735862731934,0.6947107911109924,0.6940928101539612,0.693749189376831,0.29983094334602356,0.27457568049430847,0.34613946080207825,0.6078431606292725,4.965041637420654,1.003483772277832,,,,,,,,,,,,
1,67,,,,,,,,,,,,,,,,,,,,,,,,,0.4399999976158142,0.49188312888145447,2.210052251815796,0.6960495114326477,0.6965615749359131,0.691939115524292,0.2861843705177307,0.2399996966123581,0.3354598879814148,0.5357142686843872,4.870062351226807,1.0040630102157593
1,67,,,,,,,,,,,,,0.5199999809265137,0.4737894535064697,2.262402057647705,0.6939020752906799,0.694506049156189,0.6924329996109009,0.30075302720069885,0.24001671373844147,0.38157981634140015,0.5098039507865906,4.964839458465576,1.0036466121673584,,,,,,,,,,,,
2,101,,,,,,,,,,,,,,,,,,,,,,,,,0.41999998688697815,0.3717532455921173,2.225247383117676,0.692379891872406,0.694020688533783,0.6915637254714966,0.292397677898407,0.23999997973442078,0.3364647626876831,0.5454545617103577,4.879676818847656,1.0032235383987427
2,101,,,,,,,,,,,,,0.5,0.5266106128692627,2.244990825653076,0.6927245259284973,0.6937858462333679,0.6917034983634949,0.30582016706466675,0.2516699731349945,0.36898377537727356,0.4901960790157318,4.943858623504639,1.003136157989502,,,,,,,,,,,,
3,135,,,,,,,,,,,,,,,,,,,,,,,,,0.5199999809265137,0.5275974273681641,2.2031729221343994,0.6928722262382507,0.6939019560813904,0.6918831467628479,0.2887912392616272,0.23999997973442078,0.33197638392448425,0.5,4.853806972503662,1.003246784210205
3,135,,,,,,,,,,,,,0.6399999856948853,0.7054822444915771,2.245143413543701,0.6907448768615723,0.6933437585830688,0.6916542649269104,0.2910059690475464,0.3359958529472351,0.2754562795162201,0.3877550959587097,4.932337760925293,1.0030590295791626,,,,,,,,,,,,
4,136,0.3499999940395355,0.2800000011920929,2.1525444984436035,0.6950703859329224,0.6931701898574829,0.6949157118797302,0.2787051200866699,0.2849999666213989,0.2731335461139679,0.6000000238418579,4.7938337326049805,1.003267765045166,,,,,,,,,,,,,,,,,,,,,,,,
